min;max;size;buckets;mean_elements_in_bucket;threads;time_allocate_sync;time_deallocate;time_all;error;0;0;0;0;0;0;0;0;
0;2147483647;70000000;70000000;1;30.678338;1;0.000000;0.003566;33.034271;o;0.464796;0.549188;10.073673;8.774035;18.847709;6.852679;6.316277;33.030691;
0;2147483647;70000000;35000000;2;61.356676;1;0.000000;0.002738;36.974194;o;0.233120;0.517767;10.107819;8.332717;18.440538;10.722385;7.057588;36.971442;
0;2147483647;70000000;23333334;3;92.035011;1;0.000000;0.000961;40.947528;o;0.184431;0.553237;10.561213;8.892633;19.453847;13.432793;7.322205;40.946550;
0;2147483647;70000000;17500000;4;122.713351;1;0.000000;0.000749;42.942342;o;0.139302;0.555346;10.379531;9.254884;19.634416;14.615625;7.996850;42.941577;
0;2147483647;70000000;14000000;5;153.391689;1;0.000000;0.001044;44.422815;o;0.115199;0.554258;10.357924;9.325142;19.683068;15.442330;8.626851;44.421754;
0;2147483647;70000000;11666667;6;184.070022;1;0.000000;0.000624;45.520865;o;0.093006;0.554136;10.294316;9.541522;19.835839;16.054231;8.982979;45.520226;
0;2147483647;70000000;10000000;7;214.748365;1;0.000000;0.000931;46.712780;o;0.074018;0.554066;10.368014;10.002675;20.370690;16.040743;9.672275;46.711832;
0;2147483647;70000000;8750000;8;245.426703;1;0.000000;0.001059;46.906367;o;0.069620;0.555652;9.709384;10.272455;19.981840;16.183363;10.114784;46.905294;
0;2147483647;70000000;7777778;9;276.105032;1;0.000000;0.000651;48.106325;o;0.059377;0.554563;10.353892;10.434856;20.788749;16.226681;10.476255;48.105660;
0;2147483647;70000000;7000000;10;306.783378;1;0.000000;0.000540;49.223609;o;0.053958;0.552547;10.298296;10.997447;21.295744;16.400226;10.920548;49.223057;
0;2147483647;70000000;6363637;11;337.461682;1;0.000000;0.000345;50.664191;o;0.045876;0.551076;10.296171;11.752259;22.048431;16.466918;11.551492;50.663831;
0;2147483647;70000000;5833334;12;368.140012;1;0.000000;0.001063;51.433876;o;0.053396;0.552911;10.301418;12.157252;22.458672;16.421694;11.946082;51.432798;
0;2147483647;70000000;5384616;13;398.818346;1;0.000000;0.000532;48.972322;o;0.048141;0.552267;10.102413;10.553117;20.655532;15.083929;12.631867;48.971774;
0;2147483647;70000000;5000000;14;429.496729;1;0.000000;0.001263;52.931962;o;0.037871;0.554297;10.209611;12.745897;22.955510;16.628663;12.754279;52.930678;
0;2147483647;70000000;4666667;15;460.175034;1;0.000000;0.000301;53.286751;o;0.034206;0.554664;10.176075;13.129962;23.306038;16.581247;12.810244;53.286434;
0;2147483647;70000000;4375000;16;490.853405;1;0.000000;0.000439;54.068010;o;0.032009;0.553626;10.235673;13.493511;23.729185;16.554613;13.198085;54.067555;
0;2147483647;70000000;4117647;17;521.531750;1;0.000000;0.000415;54.391578;o;0.030654;0.555089;10.231671;13.605642;23.837314;16.695361;13.272689;54.391144;
0;2147483647;70000000;3888889;18;552.210065;1;0.000000;0.000478;51.398909;o;0.031006;0.552757;10.099813;11.668656;21.768469;15.458399;13.587747;51.398414;
